emp_no,first_name,last_name,title,from_date,to_date
48499,Yechiam,Renear,Senior Engineer,1998-02-09,9999-01-01
48500,Yonghong,Perry,Technique Leader,1990-01-20,9999-01-01
48502,Woody,Crouzet,Engineer,1999-01-04,9999-01-01
48503,Pranas,Gammage,Assistant Engineer,1995-03-21,2002-03-21
48503,Pranas,Gammage,Engineer,2002-03-21,9999-01-01
48504,Marco,Thiran,Senior Staff,1993-02-16,9999-01-01
48507,Oscal,Luiz,Senior Staff,1993-08-17,9999-01-01
48511,Nikolaos,Fontan,Senior Engineer,1997-09-02,9999-01-01
48514,Dinah,Sadowsky,Technique Leader,1996-08-25,9999-01-01
48519,Honglan,Schahn,Senior Engineer,1990-07-14,1996-06-08
48521,Yurij,Tzvieli,Senior Engineer,1987-10-11,9999-01-01
48524,Danae,Wursthorn,Assistant Engineer,1989-06-12,1998-06-12
48524,Danae,Wursthorn,Engineer,1998-06-12,9999-01-01
48525,Heeju,Eastman,Senior Engineer,1985-11-17,9999-01-01
48528,Erzsebet,Billawala,Senior Staff,1999-06-26,9999-01-01
48533,Mohammed,Uhrig,Engineer,1986-02-21,1994-02-21
48533,Mohammed,Uhrig,Senior Engineer,1994-02-21,9999-01-01
48534,Mountaz,Bultermann,Senior Staff,1996-05-07,9999-01-01
48534,Mountaz,Bultermann,Staff,1988-05-07,1996-05-07
48535,Uli,Erdi,Engineer,1990-03-06,1996-03-05
48535,Uli,Erdi,Senior Engineer,1996-03-05,9999-01-01
48537,Kwun,Erman,Engineer,1992-12-14,2000-12-14
48537,Kwun,Erman,Senior Engineer,2000-12-14,9999-01-01
48539,Xiaoheng,Iisaku,Senior Staff,1996-11-25,9999-01-01
48539,Xiaoheng,Iisaku,Staff,1989-11-25,1996-11-25
48542,Kazuhide,Zeilberger,Assistant Engineer,1997-08-04,9999-01-01
48546,Yongmin,Koblick,Staff,1999-04-02,9999-01-01
48557,Halsur,Picht,Senior Staff,1993-04-21,9999-01-01
48557,Halsur,Picht,Staff,1985-04-21,1993-04-21
48562,Tokuyasu,Cmelik,Senior Staff,1999-04-26,9999-01-01
48562,Tokuyasu,Cmelik,Staff,1991-04-26,1999-04-26
48563,Alejandro,Candan,Senior Staff,1994-05-29,9999-01-01
48563,Alejandro,Candan,Staff,1988-05-29,1994-05-29
48564,Naftali,Larfeldt,Assistant Engineer,1992-12-23,1998-12-23
48564,Naftali,Larfeldt,Engineer,1998-12-23,2000-02-20
48567,Akeno,Lubachevsky,Staff,1998-09-01,1999-07-19
48568,Subir,Remmele,Senior Staff,1996-03-20,9999-01-01
48568,Subir,Remmele,Staff,1990-03-21,1996-03-20
48574,Kien,Stasinski,Senior Staff,1998-12-18,9999-01-01
48574,Kien,Stasinski,Staff,1990-12-18,1998-12-18
48576,Perla,Granlund,Engineer,1990-12-08,1995-12-08
48576,Perla,Granlund,Senior Engineer,1995-12-08,2001-06-13
48577,Peternela,Piazza,Senior Staff,1985-03-27,9999-01-01
48578,Ymte,Luiz,Engineer,1989-08-07,1997-08-07
48578,Ymte,Luiz,Senior Engineer,1997-08-07,9999-01-01
48591,Kamran,Rahier,Assistant Engineer,1986-02-21,1991-02-21
48591,Kamran,Rahier,Engineer,1991-02-21,1996-02-21
48591,Kamran,Rahier,Senior Engineer,1996-02-21,9999-01-01
48594,Atilio,Matzel,Engineer,1989-12-20,1997-12-20
48594,Atilio,Matzel,Senior Engineer,1997-12-20,9999-01-01
48598,Janalee,Felcyn,Engineer,1998-06-28,9999-01-01
48602,Seongbae,Matheson,Engineer,1985-08-17,1992-08-17
48602,Seongbae,Matheson,Senior Engineer,1992-08-17,9999-01-01
48604,Martins,Potthoff,Engineer,1991-01-28,1996-01-28
48604,Martins,Potthoff,Senior Engineer,1996-01-28,2000-03-25
48609,Richard,Castellani,Senior Staff,1997-10-11,9999-01-01
48609,Richard,Castellani,Staff,1991-10-12,1997-10-11
48619,Sajjad,Speek,Engineer,1994-06-21,2002-06-21
48619,Sajjad,Speek,Senior Engineer,2002-06-21,9999-01-01
48620,Xiaopeng,Varley,Senior Staff,2000-01-31,9999-01-01
48620,Xiaopeng,Varley,Staff,1991-01-31,2000-01-31
48621,Mircea,Reghbati,Senior Staff,1994-08-27,1999-10-16
48621,Mircea,Reghbati,Staff,1986-08-27,1994-08-27
48626,Jianwen,Munro,Senior Engineer,1987-06-10,9999-01-01
48629,Shigeichiro,Gopalakrishnan,Senior Staff,1988-06-17,9999-01-01
48630,Pramod,Yurek,Senior Staff,1994-09-29,1998-03-05
48630,Pramod,Yurek,Staff,1987-09-29,1994-09-29
48632,Mingsen,Butterworth,Engineer,1985-11-23,1992-11-23
48632,Mingsen,Butterworth,Senior Engineer,1992-11-23,9999-01-01
48636,Muneo,Radhakrishnan,Staff,1992-12-09,1993-10-25
48637,Shiv,Jording,Senior Staff,1992-03-27,9999-01-01
48641,Toney,Murtagh,Senior Staff,1995-05-27,1999-10-09
48641,Toney,Murtagh,Staff,1990-05-27,1995-05-27
48645,Hisao,Pezzoli,Senior Staff,2000-06-12,9999-01-01
48645,Hisao,Pezzoli,Staff,1991-06-13,2000-06-12
48646,Owen,Luby,Senior Staff,1994-12-08,9999-01-01
48646,Owen,Luby,Staff,1987-12-08,1994-12-08
48648,Billur,Munck,Engineer,1992-12-11,1999-12-12
48648,Billur,Munck,Senior Engineer,1999-12-12,9999-01-01
48649,Menkae,Kakkad,Technique Leader,1990-10-02,9999-01-01
48651,Vitaly,McClurg,Senior Staff,1995-12-12,9999-01-01
48651,Vitaly,McClurg,Staff,1986-12-12,1995-12-12
48657,Uma,Impagliazzo,Engineer,1989-02-23,1997-02-23
48657,Uma,Impagliazzo,Senior Engineer,1997-02-23,9999-01-01
48658,Ravishankar,Lally,Engineer,1999-06-07,9999-01-01
48659,Rosalyn,Lortz,Engineer,1987-04-17,1990-08-04
48669,Junichi,Speer,Engineer,1997-03-28,2002-03-28
48669,Junichi,Speer,Senior Engineer,2002-03-28,9999-01-01
48671,Leon,Mansanne,Assistant Engineer,1989-07-06,1994-07-06
48671,Leon,Mansanne,Engineer,1994-07-06,1999-07-06
48671,Leon,Mansanne,Senior Engineer,1999-07-06,9999-01-01
48672,Mantis,Servi,Senior Staff,1991-10-19,9999-01-01
48672,Mantis,Servi,Staff,1986-10-19,1991-10-19
48673,Margareta,Rosiles,Assistant Engineer,1992-12-30,2001-12-30
48673,Margareta,Rosiles,Engineer,2001-12-30,2002-01-15
48675,Cheong,Kossowski,Senior Staff,1990-01-31,9999-01-01
48676,Teruyuki,Zallocco,Senior Staff,1998-05-08,9999-01-01
48676,Teruyuki,Zallocco,Staff,1990-05-08,1998-05-08
48677,Eran,Kushnir,Staff,1993-05-10,1996-01-25
48682,Karoline,Sessa,Staff,1994-09-13,9999-01-01
48683,Peer,Garnham,Senior Staff,1996-02-03,9999-01-01
48685,Lidong,Kusakabe,Technique Leader,1997-02-15,9999-01-01
48688,Inderjeet,Byoun,Staff,1996-02-08,2002-03-06
48693,Quingbo,Erev,Senior Staff,1990-11-25,9999-01-01
48693,Quingbo,Erev,Staff,1985-11-25,1990-11-25
48694,Cedric,Buchter,Senior Staff,1992-03-29,1995-08-14
48694,Cedric,Buchter,Staff,1985-03-29,1992-03-29
48696,Irena,Giarratana,Senior Staff,1994-07-04,9999-01-01
48696,Irena,Giarratana,Staff,1987-07-04,1994-07-04
48698,Rildo,Snedden,Senior Engineer,1989-12-13,9999-01-01
48700,Dharmaraja,Herath,Technique Leader,1992-05-04,9999-01-01
48701,Adly,Msuda,Senior Staff,1987-05-10,9999-01-01
48703,Toshiko,Zykh,Staff,1999-01-09,2001-05-27
48710,Odysseas,Cromarty,Senior Engineer,1990-11-29,9999-01-01
48711,Khosrow,Schmittgen,Engineer,1986-11-07,1993-11-07
48711,Khosrow,Schmittgen,Senior Engineer,1993-11-07,9999-01-01
48719,Abdelwaheb,Zumaque,Senior Engineer,1991-08-30,9999-01-01
48722,Soenke,Peris,Staff,1996-11-27,1999-03-07
48726,Amstein,Isaac,Assistant Engineer,1987-08-02,1992-01-13
48727,Bluma,Kalloufi,Assistant Engineer,1992-11-30,1998-11-30
48727,Bluma,Kalloufi,Engineer,1998-11-30,9999-01-01
48729,Kristine,Dulli,Engineer,1997-04-29,9999-01-01
48731,Aleksandar,Lienhardt,Senior Staff,1991-05-07,1995-01-21
48734,Akemi,Lammel,Senior Staff,2000-03-21,9999-01-01
48734,Akemi,Lammel,Staff,1994-03-22,2000-03-21
48735,Lijie,Serna,Senior Engineer,1992-04-29,9999-01-01
48736,Feixiong,Cunliffe,Engineer,1992-07-04,1998-07-04
48736,Feixiong,Cunliffe,Senior Engineer,1998-07-04,9999-01-01
48741,Marke,Maccarone,Senior Engineer,1997-03-14,9999-01-01
48742,Genta,Hammerschmidt,Staff,1997-11-03,9999-01-01
48745,Martijn,Sommer,Staff,1990-09-25,1998-10-26
48746,Masali,Passafiume,Senior Staff,2002-02-28,9999-01-01
48746,Masali,Passafiume,Staff,1993-02-28,2002-02-28
48751,Takanari,Luit,Senior Staff,1997-01-30,9999-01-01
48751,Takanari,Luit,Staff,1989-01-30,1997-01-30
48755,Weidon,Rissland,Engineer,1994-05-11,1999-05-11
48755,Weidon,Rissland,Senior Engineer,1999-05-11,9999-01-01
48757,Stella,Gecseg,Senior Staff,1993-06-19,9999-01-01
48757,Stella,Gecseg,Staff,1985-06-19,1993-06-19
48765,Akhilish,Rodham,Senior Engineer,1991-12-07,9999-01-01
48766,Martien,Ernst,Senior Staff,1998-01-15,9999-01-01
48766,Martien,Ernst,Staff,1989-01-15,1998-01-15
48772,Sanjai,Hoogerwoord,Assistant Engineer,1990-06-11,1997-06-11
48772,Sanjai,Hoogerwoord,Engineer,1997-06-11,9999-01-01
48775,Ranga,Pillow,Senior Staff,1992-11-24,9999-01-01
48775,Ranga,Pillow,Staff,1987-11-25,1992-11-24
48780,Uwe,Assaf,Engineer,1990-04-22,1998-04-22
48780,Uwe,Assaf,Senior Engineer,1998-04-22,9999-01-01
48785,Zhenhua,Pappas,Technique Leader,1986-05-18,9999-01-01
48787,Adin,Busillo,Senior Engineer,1993-02-12,9999-01-01
48791,Kinh,Covnot,Senior Engineer,1991-11-29,9999-01-01
48793,Gio,Koblick,Engineer,1991-05-18,1999-05-18
48793,Gio,Koblick,Senior Engineer,1999-05-18,9999-01-01
48797,Nahum,Remmers,Engineer,1995-06-30,9999-01-01
48799,Frederique,Giarratana,Engineer,1987-11-18,1995-11-18
48799,Frederique,Giarratana,Senior Engineer,1995-11-18,9999-01-01
48803,Yuuichi,Bhattacharjee,Engineer,1985-08-10,1993-08-10
48803,Yuuichi,Bhattacharjee,Senior Engineer,1993-08-10,9999-01-01
48804,Yonghong,Barbanera,Staff,1998-04-26,9999-01-01
48808,Kayoko,Erdmenger,Engineer,1990-06-15,1998-06-15
48808,Kayoko,Erdmenger,Senior Engineer,1998-06-15,9999-01-01
48809,Masami,Farrow,Engineer,1999-01-24,9999-01-01
48811,Subhada,Zlotek,Assistant Engineer,1990-09-11,1997-09-11
48811,Subhada,Zlotek,Engineer,1997-09-11,9999-01-01
48813,Sanjeeva,Schiper,Engineer,1993-05-08,1999-06-05
48816,Moty,Stanger,Senior Staff,1992-07-31,9999-01-01
48816,Moty,Stanger,Staff,1987-08-01,1992-07-31
48818,Monique,Welham,Staff,1996-12-31,9999-01-01
48824,Mohammed,Geffroy,Senior Engineer,1992-11-14,9999-01-01
48831,Leen,Brodie,Senior Staff,1994-09-11,1998-06-03
48832,Kitty,Clouatre,Technique Leader,1999-12-14,9999-01-01
48834,Felicidad,Ferriere,Senior Staff,1992-03-12,9999-01-01
48834,Felicidad,Ferriere,Staff,1986-03-13,1992-03-12
48836,Barry,Katiyar,Senior Staff,1996-09-27,9999-01-01
48838,Gay,Meszaros,Senior Staff,1990-09-20,9999-01-01
48838,Gay,Meszaros,Staff,1985-09-20,1990-09-20
48839,Masasuke,Gladwell,Senior Engineer,1999-10-20,2001-08-27
48840,Gay,Alpay,Engineer,1996-08-08,9999-01-01
48841,Krisda,Busillo,Engineer,1998-12-06,9999-01-01
48847,Pramod,Hoogerwoord,Engineer,1986-07-31,1992-07-30
48847,Pramod,Hoogerwoord,Senior Engineer,1992-07-30,9999-01-01
48850,Jianwen,Ramaiah,Engineer,1996-06-06,1997-08-16
48854,Shirish,Tramer,Senior Staff,2000-03-21,9999-01-01
48854,Shirish,Tramer,Staff,1991-03-22,2000-03-21
48860,Otmar,Polajnar,Engineer,1993-03-04,1998-03-04
48860,Otmar,Polajnar,Senior Engineer,1998-03-04,9999-01-01
48862,Kersti,Farrag,Senior Staff,1995-12-01,9999-01-01
48863,Odinaldo,Linnainmaa,Senior Staff,1990-07-09,9999-01-01
48871,Jongsuk,Bahi,Senior Staff,2000-12-27,9999-01-01
48871,Jongsuk,Bahi,Staff,1995-12-28,2000-12-27
48877,Pasqua,Matzke,Staff,1996-07-25,9999-01-01
48878,Vishv,Cincotta,Senior Engineer,1987-08-07,1990-04-05
48881,Jianwen,Ghalwash,Senior Engineer,1999-05-09,9999-01-01
48883,Vitali,Servi,Senior Staff,1992-08-28,9999-01-01
48886,Henk,Klerer,Technique Leader,1993-12-27,9999-01-01
48893,Zdislav,Szilard,Staff,1998-02-21,2001-01-26
48902,Tamiya,Ramamoorthy,Engineer,1989-12-31,1996-12-31
48902,Tamiya,Ramamoorthy,Senior Engineer,1996-12-31,9999-01-01
48905,Vishwani,Schoegge,Staff,1999-12-11,9999-01-01
48909,Ghassan,Albarhamtoshy,Senior Staff,1994-08-26,1994-08-26
48910,Zhongwei,DuBourdieux,Senior Engineer,1999-12-19,9999-01-01
48915,Qiwen,Gerteisen,Senior Staff,1987-06-11,9999-01-01
48917,Rosalyn,Vernadat,Engineer,1987-12-13,1996-12-12
48917,Rosalyn,Vernadat,Senior Engineer,1996-12-12,9999-01-01
48926,Kazuhiko,Schrift,Staff,1989-02-02,1993-11-29
48928,Shai,Atchley,Senior Staff,1992-10-13,1999-06-10
48929,Chrisa,Puoti,Staff,1999-02-08,9999-01-01
48935,Doohun,Bugaenko,Engineer,1994-03-25,9999-01-01
48941,Piyush,Impagliazzo,Senior Staff,1999-02-26,9999-01-01
48941,Piyush,Impagliazzo,Staff,1994-02-26,1999-02-26
48946,Marsja,Shobatake,Senior Staff,1991-10-19,1993-06-06
48946,Marsja,Shobatake,Staff,1986-10-19,1991-10-19
48948,Boaz,Armand,Engineer,1995-02-22,1996-11-18
48950,Chenyi,Ozeri,Staff,1997-08-30,9999-01-01
48951,Pranav,Doering,Senior Staff,1998-04-27,9999-01-01
48951,Pranav,Doering,Staff,1991-04-27,1998-04-27
48952,Chenxi,Peris,Senior Engineer,1994-08-24,9999-01-01
48955,Masasuke,Onuegbe,Senior Staff,1992-10-14,9999-01-01
48955,Masasuke,Onuegbe,Staff,1986-10-15,1992-10-14
48958,Adamantios,Smeets,Technique Leader,1990-02-25,9999-01-01
48970,Kazuhito,Collette,Senior Staff,1995-11-10,9999-01-01
48970,Kazuhito,Collette,Staff,1988-11-09,1995-11-10
48971,Turgut,Luan,Engineer,1997-06-25,2000-01-27
48974,Uzi,Petersohn,Engineer,1995-11-04,2001-11-03
48974,Uzi,Petersohn,Senior Engineer,2001-11-03,9999-01-01
48977,Christoper,Nollmann,Engineer,1998-03-25,9999-01-01
48980,Zhongwei,Bamford,Senior Staff,1997-06-30,9999-01-01
48980,Zhongwei,Bamford,Staff,1991-07-01,1997-06-30
48981,Kenroku,Sidje,Assistant Engineer,1992-06-10,2001-06-10
48981,Kenroku,Sidje,Engineer,2001-06-10,9999-01-01
48982,Bojan,Chelton,Engineer,1985-07-26,1993-07-26
48982,Bojan,Chelton,Senior Engineer,1993-07-26,1999-07-08
48984,Ebru,Cronan,Senior Staff,1994-08-13,9999-01-01
48984,Ebru,Cronan,Staff,1986-08-13,1994-08-13
48985,Divine,Ozeki,Engineer,1988-08-15,1993-08-15
48985,Divine,Ozeki,Senior Engineer,1993-08-15,9999-01-01
48988,Claudi,Famili,Engineer,1986-08-21,1995-08-21
48988,Claudi,Famili,Senior Engineer,1995-08-21,9999-01-01
48995,Parviz,Gist,Technique Leader,1997-06-26,9999-01-01
48996,Navin,Gelosh,Technique Leader,1995-01-02,9999-01-01
48999,Boriana,Neimat,Engineer,1988-01-04,1994-01-03
48999,Boriana,Neimat,Senior Engineer,1994-01-03,9999-01-01
49002,Indrajit,Verspoor,Engineer,1986-07-29,1991-07-29
49002,Indrajit,Verspoor,Senior Engineer,1991-07-29,1992-12-21
49003,Odoardo,Laventhal,Senior Staff,1996-07-10,9999-01-01
49003,Odoardo,Laventhal,Staff,1991-07-11,1996-07-10
49007,Hiroyasu,Aamodt,Senior Staff,1991-07-26,9999-01-01
49007,Hiroyasu,Aamodt,Staff,1985-07-26,1991-07-26
49008,Remco,Katiyar,Staff,1993-09-16,9999-01-01
49014,Ebru,Bernatsky,Senior Staff,1989-09-18,9999-01-01
49015,Sachin,Munro,Engineer,1989-04-16,1997-04-16
49015,Sachin,Munro,Senior Engineer,1997-04-16,9999-01-01
49016,Dhritiman,Staylopatis,Engineer,1995-04-07,1998-08-26
49019,Rosita,Perry,Engineer,1993-08-13,9999-01-01
49028,Peer,Zweizig,Engineer,1993-06-10,1998-06-10
49028,Peer,Zweizig,Senior Engineer,1998-06-10,2000-02-25
49029,Angel,DiGiano,Staff,1994-10-09,9999-01-01
49030,Monique,Thombley,Engineer,1985-08-19,1993-08-19
49030,Monique,Thombley,Senior Engineer,1993-08-19,9999-01-01
49034,Jasminko,Suwa,Assistant Engineer,1997-10-04,9999-01-01
49035,IEEE,Fendler,Engineer,1997-11-01,9999-01-01
49036,Duke,Blokdijk,Staff,1993-08-22,1997-12-02
49041,Jixiang,Sifakis,Senior Engineer,1988-01-31,9999-01-01
49043,Georg,Demizu,Engineer,1992-02-15,1999-02-15
49043,Georg,Demizu,Senior Engineer,1999-02-15,9999-01-01
49047,Dannz,Pargaonkar,Technique Leader,1998-11-17,9999-01-01
49052,Kerhong,Decleir,Engineer,1993-06-11,2001-06-11
49052,Kerhong,Decleir,Senior Engineer,2001-06-11,2002-03-31
49053,Gila,Plumb,Engineer,1987-11-30,1995-11-30
49053,Gila,Plumb,Senior Engineer,1995-11-30,9999-01-01
49056,Gao,Detkin,Senior Engineer,1997-03-01,1999-11-21
49062,Hailing,Zumaque,Engineer,1986-04-27,1993-04-27
49062,Hailing,Zumaque,Senior Engineer,1993-04-27,9999-01-01
49069,Kasturi,Facello,Engineer,1995-03-31,9999-01-01
49073,Luise,Kavvadias,Engineer,1985-05-02,1990-05-02
49073,Luise,Kavvadias,Senior Engineer,1990-05-02,1998-08-12
49075,Ravishankar,Orlowska,Senior Engineer,1985-04-24,9999-01-01
49076,Urs,Bahr,Engineer,1997-07-13,9999-01-01
49077,Kasturi,Siprelle,Senior Staff,1993-11-07,9999-01-01
49077,Kasturi,Siprelle,Staff,1986-11-07,1993-11-07
49086,Kish,Macedo,Engineer,1989-12-13,1996-12-13
49086,Kish,Macedo,Senior Engineer,1996-12-13,9999-01-01
49087,Yifei,Cools,Engineer,1986-07-09,1995-07-09
49087,Yifei,Cools,Senior Engineer,1995-07-09,9999-01-01
49091,Mabry,Papadias,Engineer,1986-12-07,1993-12-07
49091,Mabry,Papadias,Senior Engineer,1993-12-07,9999-01-01
49096,Christoper,Picel,Senior Staff,1993-02-13,2000-03-07
49096,Christoper,Picel,Staff,1986-02-13,1993-02-13
49099,Conrado,Fendler,Senior Staff,1993-06-10,9999-01-01
49105,Otmar,Biros,Assistant Engineer,1985-07-05,1993-07-05
49105,Otmar,Biros,Engineer,1993-07-05,1998-09-30
49106,Krassimir,Lorin,Engineer,1999-10-03,9999-01-01
49115,Xinan,Engelmann,Senior Staff,2000-03-18,9999-01-01
49115,Xinan,Engelmann,Staff,1991-03-19,2000-03-18
49116,Bader,Merle,Engineer,1993-05-04,1999-05-04
49116,Bader,Merle,Senior Engineer,1999-05-04,9999-01-01
49122,Toong,Yetto,Engineer,1997-03-20,2002-03-20
49122,Toong,Yetto,Senior Engineer,2002-03-20,9999-01-01
49124,Remmert,Clemencon,Senior Staff,1999-10-18,2002-02-24
49126,Vugranam,Erbe,Senior Staff,1999-04-01,9999-01-01
49126,Vugranam,Erbe,Staff,1993-04-01,1999-04-01
49128,Sarita,Kuzuoka,Senior Staff,1997-07-22,9999-01-01
49128,Sarita,Kuzuoka,Staff,1988-07-22,1997-07-22
49130,Pohua,Bage,Engineer,1989-10-10,1994-10-10
49130,Pohua,Bage,Senior Engineer,1994-10-10,9999-01-01
49133,Shridhar,Vigier,Staff,1992-09-22,1997-08-08
49138,Zhonghua,Nourani,Senior Engineer,1998-09-05,9999-01-01
49149,Salvador,Schusler,Staff,1998-06-16,9999-01-01
49150,Brendon,Botman,Senior Engineer,1995-02-22,9999-01-01
49153,Godehard,Zolotykh,Senior Engineer,1988-07-31,1999-03-21
49157,Lucien,Shumilov,Senior Staff,1996-09-30,9999-01-01
49157,Lucien,Shumilov,Staff,1990-10-01,1996-09-30
49167,Marl,Farris,Senior Staff,1999-05-08,2002-01-28
49168,Shietung,Tasistro,Engineer,1995-03-03,1998-05-08
49174,Giri,Pollock,Senior Staff,2002-02-14,9999-01-01
49174,Giri,Pollock,Staff,1996-02-15,2002-02-14
49176,Jixiang,Kaiser,Senior Engineer,1997-06-28,9999-01-01
49181,Jacopo,Collavizza,Senior Staff,2002-03-15,9999-01-01
49181,Jacopo,Collavizza,Staff,1995-03-15,2002-03-15
49182,Mingzeng,Petereit,Engineer,1990-09-02,1998-09-02
49182,Mingzeng,Petereit,Senior Engineer,1998-09-02,9999-01-01
49183,Howell,Ranka,Engineer,1994-05-15,9999-01-01
49190,Indrajit,Stifter,Senior Staff,1997-04-26,9999-01-01
49190,Indrajit,Stifter,Staff,1990-04-26,1997-04-26
49194,Nigel,Plesums,Staff,1998-05-20,9999-01-01
49199,Boriana,Ullian,Senior Engineer,1999-12-25,2000-09-06
49202,Zhaofang,Chiola,Senior Staff,1999-09-19,9999-01-01
49202,Zhaofang,Chiola,Staff,1994-09-19,1999-09-19
49204,Dmitry,Ariola,Senior Engineer,1995-05-14,9999-01-01
49210,Xiaopeng,Grabner,Engineer,1993-11-27,9999-01-01
49211,Satosi,Perko,Staff,1999-08-02,2000-06-06
49212,Bodo,Hertweck,Engineer,1994-07-31,1999-07-31
49212,Bodo,Hertweck,Senior Engineer,1999-07-31,2000-09-23
49213,Otilia,Snedden,Engineer,1992-05-09,1997-05-09
49213,Otilia,Snedden,Senior Engineer,1997-05-09,9999-01-01
49221,Toshimitsu,Nyrup,Engineer,1993-02-15,2000-02-16
49221,Toshimitsu,Nyrup,Senior Engineer,2000-02-16,9999-01-01
49224,Shrikanth,Swist,Senior Staff,2000-05-02,9999-01-01
49224,Shrikanth,Swist,Staff,1995-05-03,2000-05-02
49226,Lech,Carrere,Engineer,1990-06-27,1995-06-27
49226,Lech,Carrere,Senior Engineer,1995-06-27,9999-01-01
49227,Anestis,Clouatre,Senior Staff,1998-01-01,9999-01-01
49227,Anestis,Clouatre,Staff,1992-01-02,1998-01-01
49235,Heather,Shiratori,Engineer,1993-02-05,2002-02-05
49235,Heather,Shiratori,Senior Engineer,2002-02-05,9999-01-01
49236,Feiyu,Grandbois,Senior Engineer,1985-09-27,1998-08-12
49242,Hongzue,Erman,Engineer,1998-07-02,9999-01-01
49244,Alexius,Trelles,Senior Staff,1998-02-09,9999-01-01
49244,Alexius,Trelles,Staff,1992-02-10,1998-02-09
49248,Aamer,Danecki,Senior Engineer,1992-07-25,9999-01-01
49249,Jeong,Bugaenko,Senior Staff,1995-10-24,1998-09-10
49251,Barry,Shimshoni,Engineer,1990-10-16,1995-10-16
49251,Barry,Shimshoni,Senior Engineer,1995-10-16,9999-01-01
49253,Nidapan,Flasterstein,Engineer,1996-11-30,9999-01-01
49261,Yuuichi,Kalafatis,Senior Staff,1990-11-21,9999-01-01
49262,Willard,Fairtlough,Senior Staff,1996-02-07,9999-01-01
49262,Willard,Fairtlough,Staff,1987-02-07,1996-02-07
49264,Hsiangchu,Landherr,Senior Engineer,1989-02-09,9999-01-01
49266,Valeri,Portugali,Engineer,1998-07-30,1999-08-26
49269,Steve,Seuren,Staff,1994-02-15,1994-08-14
49275,Xiping,Kroha,Senior Staff,1995-12-11,2001-11-02
49275,Xiping,Kroha,Staff,1989-12-11,1995-12-11
49278,Ortrud,Nitsche,Senior Engineer,1996-08-11,1998-11-15
49279,Jovan,Docker,Senior Staff,1994-04-23,9999-01-01
49279,Jovan,Docker,Staff,1985-04-23,1994-04-23
49280,Tse,Oxman,Engineer,1985-09-19,1992-09-19
49280,Tse,Oxman,Senior Engineer,1992-09-19,9999-01-01
49287,Fumitaka,Zweizig,Engineer,1992-07-05,2000-07-05
49287,Fumitaka,Zweizig,Senior Engineer,2000-07-05,9999-01-01
49291,Leucio,Stasinski,Senior Engineer,1997-03-31,2001-05-24
49292,Nitsan,Munck,Engineer,1998-08-23,9999-01-01
49294,Mads,Peltason,Senior Staff,2001-12-07,9999-01-01
49294,Mads,Peltason,Staff,1995-12-08,2001-12-07
49298,Mohit,Babb,Assistant Engineer,1989-02-08,1998-02-08
49298,Mohit,Babb,Engineer,1998-02-08,9999-01-01
49299,Gou,Erva,Engineer,1996-12-05,2000-12-07
49300,Xumin,Winter,Technique Leader,1994-05-19,1995-07-17
49301,Kien,Schnabel,Senior Engineer,1987-07-16,9999-01-01
49306,Tuval,Iwayama,Engineer,1985-09-14,1992-09-14
49306,Tuval,Iwayama,Senior Engineer,1992-09-14,9999-01-01
49308,Babette,Speek,Technique Leader,1996-01-01,9999-01-01
49310,Yechiam,Assaf,Senior Staff,1995-12-03,9999-01-01
49310,Yechiam,Assaf,Staff,1987-12-03,1995-12-03
49314,Marjo,Mamelak,Staff,1996-05-26,1997-02-01
49315,Debaprosad,Gihr,Senior Staff,1996-03-28,9999-01-01
49315,Debaprosad,Gihr,Staff,1990-03-29,1996-03-28
49317,Nitsan,Waymire,Engineer,1994-12-17,2001-12-17
49317,Nitsan,Waymire,Senior Engineer,2001-12-17,2002-02-13
49320,Zhigen,Ratnakar,Engineer,1988-03-07,1994-03-07
49320,Zhigen,Ratnakar,Senior Engineer,1994-03-07,9999-01-01
49322,Otmar,Shigei,Senior Engineer,1994-07-14,9999-01-01
49324,Leandro,Unni,Senior Staff,1993-08-01,1996-05-10
49330,Rosine,Jeansoulin,Staff,1996-02-28,9999-01-01
49335,Gunilla,Breugel,Senior Staff,1991-05-02,9999-01-01
49335,Gunilla,Breugel,Staff,1986-05-02,1991-05-02
49337,Moti,Beausoleil,Engineer,1999-07-18,9999-01-01
49339,Odoardo,Crabtree,Senior Staff,1993-06-26,1998-11-14
49339,Odoardo,Crabtree,Staff,1987-06-27,1993-06-26
49340,Rosella,Egerstedt,Engineer,1987-01-27,1992-01-27
49340,Rosella,Egerstedt,Senior Engineer,1992-01-27,9999-01-01
49342,Xumin,Mungall,Senior Staff,1997-01-13,9999-01-01
49342,Xumin,Mungall,Staff,1990-01-13,1997-01-13
49343,Moni,Rosch,Senior Staff,1998-06-22,9999-01-01
49343,Moni,Rosch,Staff,1991-06-22,1998-06-22
49346,Jacopo,Nyanchama,Assistant Engineer,1997-02-13,9999-01-01
49348,Dinkar,Sullins,Senior Engineer,1989-09-01,9999-01-01
49350,Marl,Schach,Assistant Engineer,1989-01-06,1993-09-15
49351,Pranas,Babb,Senior Staff,1991-11-21,9999-01-01
49351,Pranas,Babb,Staff,1985-11-21,1991-11-21
49353,Kristin,Lorys,Senior Engineer,1985-12-24,9999-01-01
49354,Divine,Heinisuo,Senior Staff,1998-01-24,9999-01-01
