emp_no,first_name,last_name
76937,Shuji,Matzat
76943,Sanjoy,Poulakidas
76957,Saniya,Rosca
76961,Luisa,Nishimukai
76977,Sigeru,Stroustrup
76979,Claude,Fiutem
76985,Amalendu,Fontan
76998,Tomoyuki,Mawatari
77002,Aran,Ratnakar
77005,Hercules,Rosin
77014,Barry,Redmiles
77039,Susanta,Walston
77040,Yongdong,Gecseg
77043,Shaibal,Argence
77052,Pohua,Hagimont
77059,Garnik,Slobodova
77060,Menkae,Kleiser
77064,Hauke,Simmen
77067,Cheong,Tokunaga
77068,Leucio,Rattan
77078,Yannik,Vakili
77081,Rance,Fritzsche
77089,Renee,Wrigley
77092,Atilio,Baca
77100,Mihalis,Baaleh
77102,Gad,Hettesheimer
77138,Haldun,Karner
77144,Gill,Milicia
77147,Elrique,Baez
77159,Naftaly,Awdeh
77173,Sachem,Merey
77179,Gonzalo,Garigliano
77181,Aiman,Irland
77184,Vatsa,Kusakari
77186,Irene,Crooks
77193,Keiichiro,Benzmuller
77195,Owen,Birrer
77196,Lillian,Benner
77201,Kiyotoshi,Butner
77205,Toshiki,Nivat
77208,Bartek,Malabarba
77211,Kasturi,Msuda
77212,Shaowen,Einsfeld
77214,Fumitake,Kulisch
77218,Zhilian,Hettesheimer
77225,Tomokazu,Cannard
77231,Yuqun,Luft
77232,Kinh,Krogh
77234,Kazuhisa,Krohm
77241,Uri,Sommen
77244,Garnet,Docker
77247,Rajmohan,Luiz
77263,Arto,Keustermans
77266,Junichi,Dechter
77279,Xuejun,Burnard
77292,Berhard,Roccetti
77295,Weijing,Taubman
77297,Wanqing,Zumaque
77299,Kazuhisa,Beausoleil
77302,Lihong,Reinhart
77314,Augustine,Fabrizio
77316,Peternela,Milicic
77324,Gila,Isaac
77325,Feiyu,Brickell
77331,Jolita,Restivo
77334,Jaber,Hegner
77340,Bodh,Khalil
77344,Gian,Lorch
77345,Jixiang,Klerer
77346,Shir,Walston
77349,Goncalo,Butterworth
77359,Anneke,Dengi
77365,Elvia,Haddadi
77372,Waiman,Sgarro
77374,Laurentiu,Greibach
77378,Zissis,Crelier
77386,Bowen,McFarlan
77390,Gully,Larfeldt
77391,JiYoung,Polupanov
77394,Mary,Wielonsky
77406,Surveyors,Choobineh
77414,Kwun,Lienhardt
77420,Jiakeng,Masand
77431,Malu,Neiman
77438,Dekang,Engberts
77441,Sachio,Luca
77455,Atilio,Coullard
77458,Subhankar,Cannard
77460,Kiam,Usdin
77466,Takahiro,Matzel
77469,Constantino,Lanzelotte
77475,Chinho,Ouhyoung
77481,Kitty,Picel
77500,Takahira,Iwayama
77527,Adit,McFarlan
77531,Padma,Czaja
77535,Yonghong,Codenie
77538,Masadi,Remmers
77540,Tse,Werthner
77541,Hideo,Furudate
77543,Constantino,Cannard
77545,Gopalakrishnan,Paciorek
77551,Lansing,Ossenbruggen
77554,Troy,Iisaka
77558,Ranga,Welham
77562,Gianluca,Openshaw
77568,Erzsebet,Peck
77571,Odoardo,Coorg
77573,Gro,Barriga
77579,Shooichi,Mandelberg
77585,Ennio,Rossi
77599,Gudjon,Rosca
77601,Frederique,Toyoshima
77610,Sanjeeva,Kadhim
77613,Stabislas,Frijda
77615,Jianwen,Krupka
77623,Takushi,Anger
77641,Berni,Nishimukai
77644,Ziva,Swen
77650,Idoia,Bennis
77653,Geraldo,Chartres
77659,Owen,Sridhar
77663,Taiji,Lamma
77665,Paddy,Fargier
77675,Mohua,Domenig
77689,Abdelkader,Swan
77690,Nahum,Thorensen
77691,Christoper,Showalter
77701,Marie,Kalorkoti
77702,Barna,Jiang
77712,Hercules,Casley
77722,Bodo,Denti
77739,Dulce,Krzyzanowski
77741,Claude,Felcyn
77743,Fen,Pollacia
77746,Yuqun,Lanzelotte
77749,Mayumi,Bharadwaj
77758,Manohar,Pelz
77763,Mahmut,Mitchem
77768,Tokuyasu,Picel
77770,Gen,Przulj
77775,Hsiangchu,Varley
77786,Munehiro,Vieth
77803,Armond,Schwartzburd
77804,Yonghong,Marzano
77814,Ferdinand,Otillio
77828,Nikolaos,Cannane
77829,Flemming,Parfitt
77838,Shuzo,Piazza
77847,Aron,Haumacher
77852,Niranjan,Parascandalo
77856,Basil,Crelier
77861,Toshimo,Kleiser
77869,Masamitsu,Swick
77884,Danel,Pollacia
77893,Kien,Wegerle
77898,Yuchang,Christianini
77906,Zhensheng,Serre
77908,Frederique,Shimshoni
77915,Shimshon,Schnelling
77923,Kasidit,Schrooten
77926,Herbert,Thibadeau
77927,Martien,Terlouw
77936,Horward,Azevdeo
77942,Nalini,Georgakopoulos
77946,Chaitali,Kawashima
77948,Demin,Merks
77949,Koichi,Dusink
77956,Mona,Binding
77974,Fei,Shihab
77975,Chikako,Christ
77980,Yongmin,Sidje
77987,Lucian,Daescu
77988,Tze,Gyimothy
77990,Vincent,Carrere
78006,Palash,Rosca
78014,Gay,Ressouche
78038,Dmitry,Sooriamurthi
78039,Genki,Heemskerk
78043,Constantijn,Ozeri
78048,Jaewoo,Jumpertz
78074,Masaki,Geffroy
78082,Dung,Fontan
78085,Bingning,Gargeya
78102,Kristinn,Welham
78105,Rosalie,Petereit
78111,Teunis,Ushiama
78114,Zeljko,Mellouli
78116,Tokuyasu,Beerel
78141,Conrado,Sankaranarayanan
78152,Zhongwei,Spelt
78153,Kwan,Akiyama
78155,Hironoby,Alvarado
78168,Yinlin,Kushnir
78181,Ramya,Papastamatiou
78185,Mamdouh,Klassen
78189,IEEE,Gischer
78195,Suvo,Hofting
78200,Brigham,Verhoeff
78212,Zito,Ligten
78225,Mircea,Ishibashi
78226,Yannis,Potthoff
78229,Tonia,Kalafatis
78243,Moti,Uhrik
78245,Kankanahalli,Bashian
78251,Subbu,Conti
78252,Shahaf,Rosti
78253,Jacopo,Erie
78268,Munehiko,Danlos
78271,Gennady,Dayang
78273,Mona,Verhoeff
78310,Aria,Chaudhury
78313,Branimir,Stassinopoulos
78321,Van,Monkewich
78327,Tetsushi,Stranks
78328,Berto,Gruenwald
78331,Guozhong,Erol
78332,Sachio,Beausoleil
78333,Roselyn,Krupka
78347,Arne,Francisci
78348,Guoxiang,Serov
78350,Eric,Kobara
78353,Jongsuk,Luders
78373,Aimee,Schlumberger
78382,Christoper,Constantine
78385,Syozo,Hasenauer
78387,Chaosheng,Lunt
78397,Sham,Kulisch
78402,Seongbin,Heering
78403,Heping,Muntz
78410,Sreenivas,Albarhamtoshy
78413,Toshimi,Jenevein
78419,Unal,Azadmanesh
78427,Zeljko,Merks
78429,Chinhyun,Andreotta
78436,Arne,Schaap
78438,Susanne,Vuskovic
78441,Abdulla,Beetstra
78443,Yongdong,Schahn
78444,Rafols,Peot
78445,Lein,Baar
78447,Chiranjit,Bahk
78452,Hironoby,Walstra
78454,Masaki,Marciano
78460,Guttorm,Swiss
78463,Zita,Kaelbling
78465,Demin,Cappelletti
78474,Youssef,Belinskaya
78475,Lakshmi,Renear
78488,Toshimori,Morton
78493,Kaijung,Basagni
78508,Val,Pluym
78511,Pramod,Mitina
78515,Otilia,Sury
78521,Jianwen,Onuegbe
78524,Zhiwei,Bahk
78542,Atilio,Matzat
78548,Xiaoqiang,Boissier
78551,Lobel,Cooman
78561,Perry,Birke
78570,Phuoc,Harbusch
78571,Sandeepan,Munch
78573,Berry,Rosiles
78583,Rafols,Oskamp
78586,Valdiodio,Shokrollahi
78589,Kazuhisa,Schaft
78598,Xiaopeng,Garnier
78618,Teiji,Peres
78622,Rosita,Chepyzhov
78629,Geoff,Muniz
78649,Gino,Lorys
78692,Turgut,Nollmann
78693,Xinan,Luce
78697,Troy,Stavenow
78703,Charlene,Parhami
78710,Theirry,Benantar
78715,Heeju,Ozeri
78725,Yakichi,Scallan
78738,Masadi,Jervis
78744,Shichao,Tempesti
78745,Subbu,Peris
78755,Emran,Christianini
78763,Odinaldo,Kandlur
78777,Goetz,Henders
78779,Xuejun,Warwick
78784,Udo,Speek
78789,Sadegh,Gini
78794,Fun,Rajaraman
78799,Yuchang,Broder
78802,Vojin,Garigliano
78814,Kasidit,Pollock
78819,Vojin,Compeau
78832,Sumali,Hagimont
78836,Tiina,Janocha
78841,Aloys,Flasterstein
78852,Kazunori,Vuskovic
78863,Arie,Chinen
78866,Olivera,Rusmann
78888,Shimshon,Lung
78907,Georgi,Detkin
78908,Arne,Molenaar
78916,Lihong,Gire
78932,Yannis,Marquardt
78938,Kerhong,Krybus
78940,Thodoros,Steenbeek
78963,Shigeichiro,Marzano
78969,Dietrich,Eterovic
78979,Gurbir,Wolniewicz
78990,Toshiki,Engelmann
78996,Jaber,Jahnichen
79002,Lena,Pappas
79010,Marsal,Pusterhofer
79026,Armond,Frijda
79031,Morris,Arlazarov
79037,Ewing,Encarnacion
79041,Pranav,Barvinok
79042,Iara,Narwekar
79046,Aloys,Schiper
79049,Lijie,Besancenot
79057,Chikako,Pelc
79064,Kenroku,Coors
79072,Nevio,Cochrane
79073,Almudena,Bhattacharjee
79077,Shay,Melichar
79089,Baocai,Pusterhofer
79090,Shigenori,Rajaraman
79100,Kiyotoshi,Schlegelmilch
79110,Aiichiro,Vecchi
79114,Jessie,Baranowski
79116,Aiman,Salvesen
79117,Selwyn,Coors
79119,Navid,Maccarone
79131,Tayeb,Speer
79140,Huiqun,Gyorkos
79145,Oscar,Domenig
79152,Barun,Rubsam
79158,Georgi,Merro
79177,Mooi,Herbst
79178,Danae,Worfolk
79183,Mingsen,Lamba
79192,Yucel,Marchesini
79203,Gilbert,Reinhart
79204,Juyoung,Lund
79210,Mansur,Antonakopoulos
79218,Rosita,Luce
79219,Yaghout,Irland
79247,Yinlin,Beetstra
79251,Gennady,Taubenfeld
79264,Chaosheng,Demizu
79265,Lokesh,Kenevan
79267,Chinhyun,Rebaine
79272,Jongsuk,Rodite
79285,Bingning,Lieblein
79290,Mohit,Perelgut
79303,Toong,Strandh
79320,Hausi,Ramsay
79323,Zhiwei,Feinberg
79338,Boaz,Kading
79348,Mari,Gire
79367,Shir,Kandlur
79369,Jianwen,Collette
79374,Lorien,Jarecki
79376,Faiza,Kragelund
79382,Chiranjit,Iwayama
79390,Bernt,Shigei
79391,Gritta,Garnham
79395,Marc,Karlin
79401,Zvonko,Bage
79409,Kayoko,Pluym
79411,Akemi,Beidas
79429,Koldo,Swab
79432,Younwoo,Gerteisen
79434,Claudi,Byoun
79442,Yannis,McClurg
79446,Filipe,Pettis
79449,Tonny,Stavenow
79463,Mizuhito,Hennebert
79466,Roddy,Henders
79470,Sadegh,Schmittgen
79473,Denny,Ellozy
79477,Teruyuki,Gronowski
79486,Mitchel,Garigliano
79488,Yolla,Shumilov
79505,Sariel,Farrel
79509,Vitaly,Akiyama
79538,Elvis,Melton
79563,Golgen,Chleq
79566,Fumino,Peron
79567,Karoline,Willoner
79574,Mariusz,Terlouw
79590,Jiakeng,Ariola
79612,Jaewon,Monarch
79644,Radoslaw,Lindenbaum
79668,Kyoichi,Eterovic
79669,Premsyl,Meszaros
79673,Jacqueline,Daescu
79681,Demin,Panwar
79683,Narain,Winter
79684,JiYoung,Janocha
79688,Gift,Billingsley
79696,Gopalakrishnan,Vadhan
79703,Remco,Einsfeld
79704,Ipke,Neiman
79705,Munenori,Valiente
79708,Yechiam,Baak
79714,Kiam,Avouris
79735,Hideo,Conti
79748,George,Beutelspacher
79750,Jongsuk,Benzmuller
79753,Fabrizio,Thorelli
79761,Prasadram,Encarnacion
79765,Gonzalo,Danecki
79766,Fox,Swiler
79772,Xiaoqiu,Gulik
79779,Stella,Orlowska
79783,Thodoros,Szilard
79785,Moriyoshi,Roisin
79789,Kotesh,Crelier
79794,Yaghout,Rissland
79807,Elgin,Barriga
79811,Tze,Krohm
79833,Yongdong,Homond
79834,Guiseppe,Wuwongse
79839,Khue,Bolotov
79843,Dipayan,Dalphin
79855,Gudjon,Constantine
79858,Mansur,Marzano
79866,Surveyors,Imataki
79876,Randy,Feinberg
79879,Masako,Schaap
79882,Parke,Stamatiou
79900,Mong,Luck
79906,Tomoyuki,Waterhouse
79910,Gad,Honglei
79911,Heather,Zaumen
79921,Hatim,Cochrane
79923,Mokhtar,Melski
79926,Jiann,Cusworth
79933,Bouchung,Thisen
79935,Nahum,Ghazalie
79958,Xinglin,Versino
79965,Sandeepan,Asser
79972,Abdelghani,Thummel
79973,Zine,Socorro
79978,Miquel,Pileggi
79979,Yunming,Papsdorf
79991,Yahiko,Czap
79999,Chuanti,Jakobus
80031,Wayne,Bach
80032,Yurij,Isaac
80038,Vitaly,Gewali
80046,Zhanqiu,Yemenis
80063,Arie,Hoogerwoord
80070,Mana,Thisen
80072,Erzsebet,Kampfer
80082,Shaleah,Salverda
80087,Gully,Mitchem
80089,Luisa,Birch
80092,Yucel,Wilharm
80098,True,Kusakabe
80104,Masami,Oehlmann
80128,Genta,Ushiama
80129,Hairong,Fargier
80130,Jinya,Waschkowski
80131,Gill,Schurmann
80132,Nidapan,Hedayat
80136,Gaurav,Berstel
80137,Kiyokazu,Vuskovic
80144,Boutros,Dechter
80156,Terresa,Pleszkun
80159,Jiafu,Rijckaert
80160,Nigel,Oberman
80166,Monique,Murrill
80171,Kshitij,Zykh
80183,Mats,Munke
80184,Pintsang,Couchot
80186,Tayeb,Huttel
80195,Sorina,Peral
80198,Yefim,Anger
80200,Yurii,Ghazalie
80207,Yifei,Matzov
80208,Elvia,Samarati
80215,Ranga,Ranon
80216,Tristan,Heiserman
80218,Rosalyn,Masada
80223,Sadegh,Einsfeld
80224,Reinhard,Zaiane
80225,Shridhar,Malabarba
80227,Kerryn,Braunschweig
80251,Yoshinari,Kitai
80258,Hirochika,Hiyoshi
80259,Haldon,Siprelle
80262,Duro,Gewali
80263,Gilbert,Etalle
80268,Shietung,Vitiello
80270,Fen,Jonsson
80288,Teiji,Rousseau
80318,Angus,Schneeberger
80321,Fai,Terlouw
80332,Behnaam,Masand
80351,Peer,Coors
80358,Mong,Huhdanpaa
80370,Honesty,Weiland
80372,Aleksandar,Khasidashvili
80375,Atreye,Peac
80389,Pasqua,Rosiles
80429,Prodip,Suermann
80439,Jolita,Calkin
80449,Dines,Kamber
80451,Raimond,Undy
80455,Guther,Murrill
80456,Aemilian,Gire
80464,Randi,Erie
80466,Takahiro,Bala
80479,Sanjay,Kragelund
80489,Mani,Billawala
80498,Arve,Pokrovskii
80520,Lijie,Crelier
80536,Adel,Hebden
80546,Fuqing,Matzel
80550,Candida,Cullers
80561,Visit,Solovay
80570,Martial,Zykh
80579,Billie,Schnabel
80600,Yongdong,Werthner
80611,Pramod,Sifakis
80617,Prodip,Kugler
80620,Filipe,Gischer
80637,Eishiro,Larfeldt
80639,Uma,Mahnke
80653,Chiranjit,Kavanagh
80655,Shichao,Flowers
80665,Angel,Angot
80677,Rasikan,Gelosh
80681,Gina,DasSarma
80684,Takanari,VanScheik
80687,Pradeep,Calkin
80689,Hitofumi,Conta
80705,Josyula,Shackel
80717,Valdiodio,Frijda
80721,Katsuyuki,Delgrossi
80722,Yechiam,Bage
80724,Yongdong,Casperson
80727,Margo,Remmers
80740,Shuzo,Kermarrec
80744,Badri,Bauknecht
80746,Keiichiro,Jahnichen
80751,Zhensheng,Swan
80754,Baoqiu,Zockler
80763,Bader,Merro
80768,Shounak,Janocha
80774,Vishv,Pollacia
80781,Xudong,Danner
80790,Stepehn,Unno
80791,Takahiro,Molenkamp
80801,Bluma,Ambroszkiewicz
80805,Mabo,Lorin
80810,Khalid,Merkl
80822,Marsal,Byoun
80833,Jaihie,Demri
80834,Sham,Reinhart
80838,Cheong,Ruemmler
80841,Tomofumi,Perng
80844,Brigham,Hellwagner
80851,Sastry,Escriba
80852,Yannis,Randt
80853,Claude,Bashian
80859,Ottavia,Krychniak
80862,Serenella,Improta
80864,Radhia,Birnbaum
80869,Ishfaq,Randi
80873,Marsal,Nishimukai
80894,Kousuke,Georgakopoulos
80896,Paloma,Hardjono
80903,Yakichi,Dulin
80923,Yaghout,Kavanagh
80929,Nevio,Kading
80931,Breannda,Garigliano
80935,Terresa,Birke
80937,Chikako,Jiang
80940,Kazuhiko,Smeets
80955,Marc,Fioravanti
80958,Geoffry,Prenel
80962,Ute,Broder
80971,Mountaz,Rijckaert
80977,Mana,Danner
80980,Hyuncheol,Stentiford
80981,Fumitake,Niizuma
80987,Zito,Gulla
80991,Marco,Schreiter
80997,Krister,Viele
80998,Leandro,Lampe
81000,Neelam,Thisen
81001,Toshimori,Krider
81006,Atreye,Pagter
81007,Mototsugu,Rande
81015,Marke,Breugel
81031,Fumiya,Bennet
81035,Hsiangchu,Boreale
81036,Alassane,Fargier
81047,Masaki,Dulay
81049,Takahito,Claffy
81050,Moti,Sridhar
81052,Ziya,Levergood
81068,Uno,Ecklund
81070,Mariangiola,Rosaz
81079,Nahla,Mellouli
81104,Marc,Grabner
81106,Haldon,Ginesta
81129,Magy,Bade
81142,Heon,Zastre
81149,Tianruo,Georg
81152,Macha,Junet
81157,Aleksander,Zykh
81158,Filipp,Percebois
81166,Tayeb,Przulj
81167,Yurij,Francisci
81176,Parto,Niizuma
81177,Bodh,Berendt
81185,Takushi,Kossowski
81189,Serge,Broomell
81201,Werner,Knightly
81207,Barry,Hofstetter
81208,Sumant,Rindone
81218,Nectarios,Impagliazzo
81222,Vivian,Homond
81236,Boguslaw,Walstra
81245,Matk,Krzyzanowski
81250,Jixiang,Zweizig
81261,Marin,Garnham
81264,Dannz,Erdmenger
81271,Kendra,Bade
81286,Richara,Fontet
81292,Ortrun,Copas
81299,Visit,Ghemri
81303,Ghassan,Berstel
81324,Marl,Rossi
81329,Divine,Gire
81338,Xiaoqiang,Erol
81340,Baocai,Poehlman
81344,Leif,Hiraishi
81347,Susanne,Serra
81358,Premal,Quadeer
81363,Selwyn,McAffer
81368,Frederique,Ghemri
81375,Chuanti,dAstous
81376,Gunilla,Fabrizio
81398,Hyuncheol,Gulak
81401,Monique,Kaltofen
81407,Hsiangchu,Rosin
81408,Atreye,Picaronny
81411,Eben,Stenning
81412,Zhenhua,Menyhert
81430,Jackson,Milicia
81432,Hideyuki,Veldwijk
81438,Mack,McClure
81440,Fumitake,Melski
81449,Arve,Halloran
81466,Zejun,Krone
81468,Aiman,Bodoff
81479,Girolamo,Vuskovic
81494,Hatsukazu,Litzkow
81500,Aran,Katzenelson
81503,Kolar,Rabejac
81508,Bokyung,Janocha
81509,Munehiko,Trachtenberg
81510,Mamdouh,Penttonen
81512,Kenton,Leppanen
81517,Xiong,Reutenauer
81519,Udi,Jumpertz
81527,Arnd,Bouloucos
81537,Beshir,Pezzoli
81540,Emran,Manderick
81543,Jianhui,Ishibashi
81549,Takahira,Leslie
81553,Adin,Fortenbacher
81558,Xiaoheng,Varman
81564,Martijn,Michaels
81572,Ingemar,DiGiano
81587,Mani,Pluym
81589,Bernd,Wilfing
81592,Monique,Rehfuss
81594,Saddek,Spinelli
81599,Oldrich,Emmerich
81603,Suzette,Zuberek
81610,Abdulah,Stifter
81620,Udaiprakash,Takkinen
81622,Shaunak,Perl
81636,Tomokazu,Koshiba
81645,Jasminko,Reinhart
81648,Jungsoon,Doering
81649,Xuedong,Krohn
81653,Adit,Brobst
81658,Rosine,Pearson
81660,Arno,Schaap
81672,Kazuhito,Aloia
81676,Sham,Wrigley
81710,Girolamo,Hennings
81717,Toney,Anguita
81718,Koldo,Laurillard
81730,Sergi,DuBourdieux
81745,Fuqing,Veldwijk
81747,Vitali,Tanemo
81751,Ulises,Salinas
81755,Peer,Beeson
81767,Augustine,Matzov
81785,Patricia,Rando
81805,Gianluca,Bail
81810,Baruch,Schaap
81815,Chaitali,Kuhnemann
81817,Demos,Aloia
81827,Huai,Gluchowski
81832,Woody,Gadepally
81839,Leah,Curless
81847,Ymte,Figueira
81849,Debatosh,Bednarek
81851,Dante,Heystek
81856,Masamitsu,Maierhofer
81861,Tesuro,Walstra
81872,Shin,Pashtan
81876,Chenye,Shackell
81885,Aamod,Walston
81894,Limsoon,Murtagh
81896,Kwan,Bashian
81900,Mario,Bernatsky
81907,Jouko,Merkl
81937,Hironoby,Melichar
81940,Ioana,Siksek
81944,Matk,Valtorta
81973,Shigenori,Panienski
81981,Weicheng,Welham
81985,Candida,Reeken
81988,Lene,Pews
81998,Mari,Iwayama
81999,Mabhin,Vigier
82002,King,Farris
82003,Saeko,Tomescu
82014,Quingbo,Ariola
82024,Yongqiao,Grospietsch
82027,Henk,Ellozy
82037,Shahar,Streit
82040,Avishai,Velasco
82045,Tse,Bolsens
82052,Lidong,Rahier
82059,Satosi,Ecklund
82060,Arvind,Michaeli
82063,Shaunak,Plump
82065,Christophe,Anger
82066,Masasuke,Birch
82107,Gunilla,Heping
82110,Vugranam,Gecsel
82116,Chiradeep,Shiratori
82123,Tokuyasu,Dayana
82130,Maia,Nergos
82131,Mayuko,Kulisch
82137,Panayotis,Thibadeau
82139,Satoru,Zucker
82140,Shem,Peir
82144,Marek,Dusink
82145,Zhongwei,Pagter
82151,Keiichiro,Terekhov
82152,Doohun,Ferretti
82162,Shigeo,Kroft
82177,IEEE,Vilarrasa
82187,Stevo,Marakhovsky
82194,Geoff,Eastman
82197,Make,Guenter
82206,Yishay,Majewski
82211,Sugwoo,Melter
82222,Sampalli,Luit
82227,Xiaocheng,Sethi
82234,Christoper,Woycyznski
82237,Shen,Zaccaria
82252,Kwangyoen,Edelhoff
82255,Amabile,Sudbeck
82256,Jacopo,Henseler
82257,Hugo,Linares
82263,Vishv,Haumacher
82276,Frederique,Genin
82278,Tomokazu,Murillo
82295,Manohar,Parfitt
82305,Mahmut,Biros
82307,Elliott,Sridhar
82309,Hideyuki,Ramsak
82310,Jinxi,Panangaden
82315,Paris,Apsitis
82318,Branimir,Hashii
82324,Ashish,Knightly
82339,Jeanna,Schrift
82341,Naftali,Czap
82349,Tsz,Birjandi
82350,Nahla,Stifter
82354,Badri,Trogemann
82367,Miyeon,Halloran
82371,Frederique,Erev
82379,Sanjai,Bala
82385,Sanjai,Biran
82388,Munehiko,Zucker
82391,Mayuko,McAffer
82392,Susuma,Beznosov
82397,Mart,Peris
82401,Fen,Ruemmler
82406,Kenroku,Siepmann
82419,Karoline,Rindone
82422,Tesuya,Falby
82434,Bojan,Mullainathan
82443,Vincent,Perry
82457,Vidar,Pauthner
82458,Barun,Peres
82460,Claude,Zhang
82466,Serge,Brookner
82478,Vishwani,Ginneken
82491,Lalit,Lorho
82495,Jahangir,Perly
82498,Jianwen,Bojadziev
82530,Ioana,Morton
82540,Aleksander,Bratten
82544,Eberhardt,Keirsey
82553,Barry,Georgakopoulos
82555,Fabrizio,Kavraki
82557,Cheong,McClure
82566,Mary,Portugali
82568,Giri,Flanders
82571,Padma,Argence
82572,Moie,Brattka
82573,Genevieve,Berendt
82585,Berry,Bodoff
82591,Ugo,Lampe
82595,Valdiodio,Zeleznik
82598,Palash,Chenoweth
82599,Yefim,Conta
82601,Munehiko,Nitto
82609,Kazuhide,Marzano
82614,Hiroyasu,Segond
82626,Adit,Reeken
82631,Shunichi,Bugrara
82634,Volkmar,Plesums
82644,Kellyn,Pleszkun
82646,Shugo,Plump
82668,Feipei,Menhardt
82677,Adil,Decaestecker
82678,Poorav,Haldar
82683,Pantung,Dayang
82689,Zijian,Crouzet
82704,Marla,Lunn
82705,Ingmar,Ladret
82708,Rajmohan,Basagni
82721,Arvind,Showalter
82723,Maya,Azumi
82737,Kien,Mamelak
82747,Kankanahalli,Danlos
82751,Nirmal,Haumacher
82755,Takahira,Barriga
82760,Weiwu,Dulay
82761,Mabry,Underwood
82774,Aral,Maierhofer
82796,Bilhanan,Verhaegen
82808,Sumant,Reinhart
82812,Heather,Morrey
82815,Alper,Ranum
82821,Bokyung,Cappelletti
82823,Geraldo,Alvarado
82824,Gopalakrishnan,Wiegley
82831,Bader,Melski
82834,Kersti,Lieblein
82835,Jaber,Dredge
82849,Makato,VanScheik
82856,Hidefumi,Erez
82858,True,Taubman
82859,Erez,Gluchowski
82875,Domenick,Terekhov
82886,Rayond,Pettis
82889,Arif,Farrag
82893,Junsik,Unni
82895,Ramya,Peck
82901,Susanna,Spieker
82905,Domenick,Luks
82906,Kristinn,Schwartzburd
82911,Irena,Bierman
82913,Luerbio,Gammage
82944,Alois,Gomatam
82956,Sudhanshu,Sundgren
82961,Kendra,McClure
82970,Qiwen,Servieres
82979,Magdalena,Yeung
82981,Fayez,Mitina
82986,Fumiko,Cools
82992,Jixiang,Marwedel
82996,Shahab,Ramras
82997,Ramachenga,Zlotek
82998,Mary,Linares
83000,Apostol,Talmor
83006,Miyeon,Pelz
83009,Francesca,Gerteisen
83018,Ohad,Kitsuregawa
83023,Kensei,McDermid
83035,Mart,Lamparter
83039,Yonghong,Facello
83052,Henk,Whitcomb
83055,Kwun,Luon
83056,Muneo,Pesch
83057,Niteen,Passafiume
83068,Cristinel,Kawashima
83071,Nidapan,Ranft
83092,Bernt,Kranzdorf
83106,Limsoon,Wossner
83123,Aemilian,Randt
83125,Frederique,Staudhammer
83126,Marla,Khamsi
83131,Guoxiang,Falco
83143,Luisa,Krupka
83167,Nagui,Chachaty
83168,Yechiam,Danner
83169,Tsz,Buescher
83179,Jaques,Ermel
83189,Kristian,Birrer
83194,Vidar,Bridgland
83210,Seongbae,Zockler
83230,Jaana,Lammel
83232,Satyanarayana,Chimia
83233,Kerryn,Giarratana
83242,Suebskul,Chenney
83244,Constantine,Hiroyama
83260,Premsyl,Markovitch
83273,Berna,Sidhu
83284,Genta,Ghalwash
83294,Gudjon,Petersohn
83296,Pascal,Lorin
83304,Lenore,Pocchiola
83310,Tsvetan,Valette
83326,Rajmohan,Schlegelmilch
83328,Ute,Demri
83334,Arno,Thebaut
83336,Ewing,Zongker
83337,Shuichi,Schrift
83342,King,Piancastelli
83348,Bokyung,Kuszyk
83356,Vishwani,Begiun
83375,Anestis,Kenevan
83381,Dietrich,Borovoy
83385,Berry,Falco
83392,Evgueni,Junet
83408,Brewster,Pettey
83411,Tonny,Swiss
83436,Ult,Serdy
83443,Shigeu,Nooteboom
83448,Heping,Polajnar
83468,Charlene,Beilner
83476,Steve,Porenta
83477,Jayson,Frijda
83478,Goa,Budinsky
83493,Oksana,Danlos
83506,Mohamadou,Lamma
83507,Shugo,Chimia
83515,Fay,Collavizza
83531,DAIDA,Pezzoli
83540,Rafail,Andreotta
83546,Maha,Kawashimo
83557,Elvis,Candan
83559,Mircea,Schmittgen
83565,Nevio,Beidas
83569,Jiafu,Peroz
83573,Slavian,Thummel
83574,Gonzalo,Masamoto
83576,Mayumi,Cronan
83582,Moie,Serna
83583,Guadalupe,Sethi
83584,Bojan,Weiland
83585,Susuma,Himler
83589,Sorina,Streng
83592,Georgy,Baek
83595,Divine,Koshino
83597,Sajjan,Llado
83600,Muzhong,Mayerwieser
83605,Persi,Fordan
83614,Takanari,Schach
83626,Reuven,Maccarone
83629,Tamiya,Fabrizio
83634,Danae,Randi
83643,Jinxi,Tsukune
83650,Mariangiola,Raoux
83665,Horward,Knightly
83669,Kasidit,Zlotek
83691,Siamak,Luga
83698,Adib,Krohn
83699,Fayez,Luby
83715,Zeydy,Steinauer
83725,Abdulah,Asmuth
83726,Premsyl,Chiola
83730,Dharmaraja,Lorie
83745,Odoardo,Mitzlaff
83747,Kristine,Schwabacher
83748,Hyuncheol,Molberg
83750,Zsolt,Gulik
83753,Sachar,Liedekerke
83756,Constantijn,Esposito
83757,Radhia,Zielinski
83763,Caolyn,Casperson
83768,Mark,Ariola
83776,Irene,Onuegbe
83778,Premsyl,Nitto
83783,Mayuri,Baranowski
83787,Xuejia,Lanzelotte
83792,Otmar,Nishimukai
83797,Kazuhisa,Fontan
83798,Shigeo,Kropp
83804,Iara,Kragelund
83806,Froduald,Kumaresan
83808,Danel,Setiz
83822,Menkae,Haddadi
83824,Shin,Ananiadou
